Perovskite,A1,A2,A3,B1,B2,X1,X2,X3,Mean_Bg
Trimethylammonium Germanium Bromide,0,1,0,1,0,1,1,1,2.870755556
Azetidinium Germanium Bromide,0,0,1,0,1,1,1,1,2.6739
Imidazolium Germanium Bromide,0,1,0,1,0,1,1,1,2.67635
Ethylammonium Germanium Iodide,1,0,0,0,1,1,1,1,2.110658333
Propylammonium Germanium Iodide,0,1,0,1,0,1,1,1,2.116233333
Butylammonium Germanium Iodide,0,0,1,0,1,1,1,1,2.10995
Isopropylammonium Germanium Iodide,0,1,0,1,0,1,1,1,2.21984
Dimethylammonium Germanium Iodide,1,0,0,0,1,1,1,1,2.0828375
Acetamidinium Germanium Iodide,0,1,0,1,0,1,1,1,2.098583333
Methylammonium Germanium Iodide,0,0,1,0,1,1,1,1,1.92505
Guanidinium Germanium Iodide,0,1,0,1,0,1,1,1,1.794766667
Hydroxylammonium Germanium Iodide,1,0,0,0,1,1,1,1,1.959757143
Formamidinium Germanium Iodide,0,1,0,1,0,1,1,1,1.8061
Tetramethylammonium Germanium Iodide,0,0,1,0,1,1,1,1,2.2249
Hydrazinium Germanium Iodide,0,1,0,1,0,1,1,1,1.920790909
Ammonium Germanium Iodide,1,0,0,0,1,1,1,1,2.205933333
Trimethylammonium Germanium Iodide,0,1,0,1,0,1,1,1,2.135755556
Azetidinium Germanium Iodide,0,0,1,0,1,1,1,1,2.107426667
Imidazolium Germanium Iodide,0,1,0,1,0,1,1,1,2.1206625
Ethylammonium Tin Fluoride,1,0,0,0,1,1,1,1,3.720518182
Propylammonium Tin Fluoride,0,1,0,1,0,1,1,1,3.92393
Butylammonium Tin Fluoride,0,0,1,0,1,1,1,1,4.163325
Isopropylammonium Tin Fluoride,0,1,0,1,0,1,1,1,4.181166667
Dimethylammonium Tin Fluoride,1,0,0,0,1,1,1,1,3.881322222
Acetamidinium Tin Fluoride,0,1,0,1,0,1,1,1,3.3683
Methylammonium Tin Fluoride,0,0,1,0,1,1,1,1,3.526333333
Guanidinium Tin Fluoride,0,1,0,1,0,1,1,1,3.7309
Hydroxylammonium Tin Fluoride,1,0,0,0,1,1,1,1,3.76648
Formamidinium Tin Fluoride,0,1,0,1,0,1,1,1,3.09505
Tetramethylammonium Tin Fluoride,0,0,1,0,1,1,1,1,4.4999
Hydrazinium Tin Fluoride,0,1,0,1,0,1,1,1,3.6717875
Ammonium Tin Fluoride,1,0,0,0,1,1,1,1,3.815766667
Trimethylammonium Tin Fluoride,0,1,0,1,0,1,1,1,4.079542857
Azetidinium Tin Fluoride,0,0,1,0,1,1,1,1,3.576678571
Imidazolium Tin Fluoride,0,1,0,1,0,1,1,1,3.220233333
Ethylammonium Tin Chloride,1,0,0,0,1,1,1,1,2.893872727
Propylammonium Tin Chloride,0,1,0,1,0,1,1,1,3.043214286
Butylammonium Tin Chloride,0,0,1,0,1,1,1,1,3.0619
Isopropylammonium Tin Chloride,0,1,0,1,0,1,1,1,3.1020375
Dimethylammonium Tin Chloride,1,0,0,0,1,1,1,1,2.9156375
Acetamidinium Tin Chloride,0,1,0,1,0,1,1,1,2.845483333
Methylammonium Tin Chloride,0,0,1,0,1,1,1,1,2.441183333
Guanidinium Tin Chloride,0,1,0,1,0,1,1,1,2.8579
Hydroxylammonium Tin Chloride,1,0,0,0,1,1,1,1,2.9394
Formamidinium Tin Chloride,0,1,0,1,0,1,1,1,2.401766667
Tetramethylammonium Tin Chloride,0,0,1,0,1,1,1,1,3.123066667
Hydrazinium Tin Chloride,0,1,0,1,0,1,1,1,2.819754545
Ammonium Tin Chloride,1,0,0,0,1,1,1,1,2.78015
Trimethylammonium Tin Chloride,0,1,0,1,0,1,1,1,3.02456
Azetidinium Tin Chloride,0,0,1,0,1,1,1,1,2.873741176
Imidazolium Tin Chloride,0,1,0,1,0,1,1,1,2.923925
Ethylammonium Tin Bromide,1,0,0,0,1,1,1,1,2.365516667
Propylammonium Tin Bromide,0,1,0,1,0,1,1,1,2.476076923
Butylammonium Tin Bromide,0,0,1,0,1,1,1,1,2.569533333
Isopropylammonium Tin Bromide,0,1,0,1,0,1,1,1,2.555
Dimethylammonium Tin Bromide,1,0,0,0,1,1,1,1,2.148142857
Acetamidinium Tin Bromide,0,1,0,1,0,1,1,1,2.343157143
Methylammonium Tin Bromide,0,0,1,0,1,1,1,1,2.00025
Guanidinium Tin Bromide,0,1,0,1,0,1,1,1,1.897
Hydroxylammonium Tin Bromide,1,0,0,0,1,1,1,1,2.366585714
Formamidinium Tin Bromide,0,1,0,1,0,1,1,1,1.7985
Tetramethylammonium Tin Bromide,0,0,1,0,1,1,1,1,2.4692
Hydrazinium Tin Bromide,0,1,0,1,0,1,1,1,2.195825
Ammonium Tin Bromide,1,0,0,0,1,1,1,1,2.3745
Trimethylammonium Tin Bromide,0,1,0,1,0,1,1,1,2.397645455
Azetidinium Tin Bromide,0,0,1,0,1,1,1,1,2.32353125
Imidazolium Tin Bromide,0,1,0,1,0,1,1,1,2.401342857
Ethylammonium Tin Iodide,1,0,0,0,1,1,1,1,1.910216667
Propylammonium Tin Iodide,0,1,0,1,0,1,1,1,1.919084615
Butylammonium Tin Iodide,0,0,1,0,1,1,1,1,2.022033333
Isopropylammonium Tin Iodide,0,1,0,1,0,1,1,1,1.96635
Dimethylammonium Tin Iodide,1,0,0,0,1,1,1,1,1.8157375
Acetamidinium Tin Iodide,0,1,0,1,0,1,1,1,1.792416667
Methylammonium Tin Iodide,0,0,1,0,1,1,1,1,1.619783333
Guanidinium Tin Iodide,0,1,0,1,0,1,1,1,1.4159
Hydroxylammonium Tin Iodide,1,0,0,0,1,1,1,1,1.734942857
Formamidinium Tin Iodide,0,1,0,1,0,1,1,1,1.5376
Tetramethylammonium Tin Iodide,0,0,1,0,1,1,1,1,1.9391
Hydrazinium Tin Iodide,0,1,0,1,0,1,1,1,1.725027273
Ammonium Tin Iodide,1,0,0,0,1,1,1,1,2.16695
Trimethylammonium Tin Iodide,0,1,0,1,0,1,1,1,1.818463636
Azetidinium Tin Iodide,0,0,1,0,1,1,1,1,1.89781875
Imidazolium Tin Iodide,0,1,0,1,0,1,1,1,1.8106
Ethylammonium Lead Fluoride,1,0,0,0,1,1,1,1,4.000325
Propylammonium Lead Fluoride,0,1,0,1,0,1,1,1,4.2668
Butylammonium Lead Fluoride,0,0,1,0,1,1,1,1,4.509
Isopropylammonium Lead Fluoride,0,1,0,1,0,1,1,1,4.447525
Dimethylammonium Lead Fluoride,1,0,0,0,1,1,1,1,4.2284
Acetamidinium Lead Fluoride,0,1,0,1,0,1,1,1,3.98928
Methylammonium Lead Fluoride,0,0,1,0,1,1,1,1,4.071383333
Guanidinium Lead Fluoride,0,1,0,1,0,1,1,1,4.16335
Hydroxylammonium Lead Fluoride,1,0,0,0,1,1,1,1,4.4032
Formamidinium Lead Fluoride,0,1,0,1,0,1,1,1,3.74955
Tetramethylammonium Lead Fluoride,0,0,1,0,1,1,1,1,4.9344
Hydrazinium Lead Fluoride,0,1,0,1,0,1,1,1,4.1405875
Ammonium Lead Fluoride,1,0,0,0,1,1,1,1,4.38095
Trimethylammonium Lead Fluoride,0,1,0,1,0,1,1,1,4.432533333
Azetidinium Lead Fluoride,0,0,1,0,1,1,1,1,3.972433333
Imidazolium Lead Fluoride,0,1,0,1,0,1,1,1,3.666533333
Ethylammonium Lead Chloride,1,0,0,0,1,1,1,1,3.185
Propylammonium Lead Chloride,0,1,0,1,0,1,1,1,3.242809091
Butylammonium Lead Chloride,0,0,1,0,1,1,1,1,3.0774
Isopropylammonium Lead Chloride,0,1,0,1,0,1,1,1,3.27422
Dimethylammonium Lead Chloride,1,0,0,0,1,1,1,1,2.954871429
Acetamidinium Lead Chloride,0,1,0,1,0,1,1,1,3.060783333
Methylammonium Lead Chloride,0,0,1,0,1,1,1,1,2.99834
Guanidinium Lead Chloride,0,1,0,1,0,1,1,1,2.7997
Hydroxylammonium Lead Chloride,1,0,0,0,1,1,1,1,3.353183333
Formamidinium Lead Chloride,0,1,0,1,0,1,1,1,2.7384
Tetramethylammonium Lead Chloride,0,0,1,0,1,1,1,1,3.1793
Hydrazinium Lead Chloride,0,1,0,1,0,1,1,1,3.304533333
Ammonium Lead Chloride,1,0,0,0,1,1,1,1,3.1678
Trimethylammonium Lead Chloride,0,1,0,1,0,1,1,1,3.068427273
Azetidinium Lead Chloride,0,0,1,0,1,1,1,1,2.882192308
Imidazolium Lead Chloride,0,1,0,1,0,1,1,1,3.1806
Ethylammonium Lead Bromide,1,0,0,0,1,1,1,1,2.61456
Propylammonium Lead Bromide,0,1,0,1,0,1,1,1,2.700772727
Butylammonium Lead Bromide,0,0,1,0,1,1,1,1,2.495425
Isopropylammonium Lead Bromide,0,1,0,1,0,1,1,1,2.697575
Dimethylammonium Lead Bromide,1,0,0,0,1,1,1,1,2.448557143
Acetamidinium Lead Bromide,0,1,0,1,0,1,1,1,2.452583333
Methylammonium Lead Bromide,0,0,1,0,1,1,1,1,2.4594
Guanidinium Lead Bromide,0,1,0,1,0,1,1,1,2.223766667
Hydroxylammonium Lead Bromide,1,0,0,0,1,1,1,1,2.761285714
Formamidinium Lead Bromide,0,1,0,1,0,1,1,1,2.223566667
Tetramethylammonium Lead Bromide,0,0,1,0,1,1,1,1,2.4796
Hydrazinium Lead Bromide,0,1,0,1,0,1,1,1,2.6043125
Ammonium Lead Bromide,1,0,0,0,1,1,1,1,2.754666667
Trimethylammonium Lead Bromide,0,1,0,1,0,1,1,1,2.434877778
Azetidinium Lead Bromide,0,0,1,0,1,1,1,1,2.497361538
Imidazolium Lead Bromide,0,1,0,1,0,1,1,1,2.42272
Ethylammonium Lead Iodide,1,0,0,0,1,1,1,1,2.065145455
Propylammonium Lead Iodide,0,1,0,1,0,1,1,1,2.073807692
Butylammonium Lead Iodide,0,0,1,0,1,1,1,1,2.0857
Isopropylammonium Lead Iodide,0,1,0,1,0,1,1,1,2.14426
Dimethylammonium Lead Iodide,1,0,0,0,1,1,1,1,1.969428571
Acetamidinium Lead Iodide,0,1,0,1,0,1,1,1,1.964583333
Methylammonium Lead Iodide,0,0,1,0,1,1,1,1,2.061733333
Guanidinium Lead Iodide,0,1,0,1,0,1,1,1,1.7973
Hydroxylammonium Lead Iodide,1,0,0,0,1,1,1,1,2.114
Formamidinium Lead Iodide,0,1,0,1,0,1,1,1,1.941766667
Tetramethylammonium Lead Iodide,0,0,1,0,1,1,1,1,1.9472
Hydrazinium Lead Iodide,0,1,0,1,0,1,1,1,2.054988889
Ammonium Lead Iodide,1,0,0,0,1,1,1,1,2.247666667
Trimethylammonium Lead Iodide,0,1,0,1,0,1,1,1,1.933858333
Azetidinium Lead Iodide,0,0,1,0,1,1,1,1,2.019833333
Imidazolium Lead Iodide,0,1,0,1,0,1,1,1,1.828883333
